text,label,label_id
Panduan Menjelaskan Cara Kerja Zero Trust. Panduan teknis menjelaskan autentikasi berkelanjutan dan pemeriksaan perangkat dalam arsitektur zero trust.,Neutral,1
Cacing Komputer Menyebar di Jaringan Kantor. Cacing komputer menyebar otomatis ke perangkat kantor dan menyebabkan komputer bekerja sangat lambat.,Negative,0
Pemerintah Membahas Strategi Keamanan Siber. Pejabat menghadiri diskusi mengenai strategi perlindungan infrastruktur digital nasional.,Neutral,1
"4 Cara Optimalkan AI untuk Cegah Serangan Siber di Perusahaan. Bersamaan dengan ancaman siber yang semakin merajalela, Akamai hadir menjadi solusi guna menjaga keamanan.
Liputan6.com, Jakarta - Semakin masif penggunaan kecerdasan buatan ( Artificial Intelligence / AI ) dan banyaknya terhubung ke berbagai tempat, celah keamanan menjadi risiko utama.
Dari aplikasi, API, data yang saling terhubung antar sistem dan lingkungan, infrastruktur, hingga agen AI.
Risiko ancaman siber ini dapat muncul dari kebocoran data, penyalahgunaan API, manipulasi model dan instruksi, hingga celah akses dan identitas.
Advertisement
Tradisional AI memiliki risiko lebih kecil dibandingkan agen AI yang bisa langsung bertindak dan bukan hanya menjawab pertanyaan. Hal ini membuat agen AI mempunyai kewenangan juga dampak lebih besar.
Melalui acara media briefing Akamai APAC, Kamis (20/8/2026), Reuben Koh, Security Technology and Strategy Director, Asia-Pacific and Japan membagikan empat hal yang harus dijadikan prioritas perusahaan agar alat dari Akamai dapat berjalan maksimal dalam mencegah serangan siber.
Untuk menunjang revolusi AI pada perusahaan, Akamai siap menjadi solusi, tidak hanya dari segi keamanan, tetapi juga pengiriman data hingga daya komputasi.
Untuk mendukung kebutuhan pelanggan, Akamai menyediakan jaringan global berkapasitas besar dan telah diaplikasikan ke banyak brand yang tersebar di berbagai negara.
Akamai sudah berpengalaman lebih dari 20 tahun melayani pelanggan di Asia Pasifik dengan mencapai pendapatan tahunan USD 1 miliar (sekitar Rp 17,7 triliun) pada 2025.
Kapasitas jaringan Akamai sendiri sebesar 1.000+ Tbps dan memiliki lokasi edge lebih dari 4.300. Bahkan, jaringannya sudah terkoneksi ke lebih dari 1.200 jaringan di 700 lebih kota dan 130 lebih negara.
Beberapa brand yang mempercayai Akamai dalam pengadopsian AI adalah Adidas, Adobe, Airbnb, Casio, Panasonic, dan masih banyak lagi.
Akamai membantu organisasi di Asia Pasifik untuk membangun, mengamankan, dan mengembangkan generasi berikutnya dari pengalaman digital AI.
Advertisement
Platform penyedia layanan bisnis AI, GoVeda, disebutkan memiliki tantangan dalam mengolah database AI berukuran raksasa. Mereka membutuhkan infrastruktur cepat dan penghematan biaya.
Solusinya, dengan bermigrasi ke Akamai Cloud dan menggunakan prosesor G8 & GPU RTX 6.000 Pro, performa naik 30% dan biaya berkurang 20%.
Sementara itu, penyedia layanan telekomunikasi di India, Sarv, membutuhkan infrastruktur yang hemat biaya untuk sistem darurat, pencegahan kejahatan siber, dan alat kolaborasi.
Setelah beralih ke Akamai Cloud yang dikelola CloudMinister, biaya operasional AI menurun, namun kecepatan dan keandalan tetap terjaga.
Advertisement
Advertisement
Advertisement
Copyright © 2026 Liputan6.com
KLY KapanLagi Youniverse All Right Reserved.",Positive,2
Data Karyawan Dicuri dari Sistem HR. Pelaku mengambil data identitas karyawan setelah berhasil menembus sistem sumber daya manusia.,Negative,0
"Registrasi Kartu SIM Wajib Biometrik Wajah, Akses NIK dan KK Ditutup Permanen. Komdigi menegaskan proses registrasi kartu SIM prabayar baru kini sepenuhnya mengandalkan metode verifikasi biometrik wajah.
Liputan6.com, Jakarta - Pemerintah melalui Kementerian Komunikasi dan Digital ( Komdigi ) mengambil langkah tegas untuk memperketat keutamaan keamanan data seluler di Indonesia.
Komdigi menegaskan proses registrasi kartu SIM prabayar baru kini sepenuhnya mengandalkan metode verifikasi biometrik berbasis wajah yang terhubung langsung dengan sistem kependudukan nasional.
Skema verifikasi konvensional yang sebelumnya menggunakan Nomor Induk Kependudukan (NIK) dan nomor Kartu Keluarga (KK) kini telah dihapus.
Advertisement
Direktur Pengendalian Ekosistem Digital Kemkomdigi, Dany Suwardany, memastikan seluruh operator seluler di Indonesia tidak lagi dapat melayani pendaftaran kartu SIM baru dengan metode lama tersebut.
""Sejak diberlakukannya registrasi biometrik secara penuh, registrasi menggunakan NIK dan nomor KK secara otomatis ditutup secara permanen oleh Dukcapil. Saat ini operator seluler sudah tidak bisa mengakomodir masyarakat yang menggunakan mekanisme konvensional tersebut,"" ujar Dany, dikutip dari Antara , Rabu (26/8/2026).
Langkah penutupan total sistem verifikasi konvensional ini diambil untuk merespons temuan di lapangan selama masa implementasi awal.
Kala itu, masih ada sejumlah operator seluler yang memfasilitasi pendaftaran kartu SIM baru menggunakan NIK dan nomor KK.
Guna memangkas celah penyalahgunaan data pribadi milik masyarakat oleh pihak yang tidak bertanggung jawab, akses verifikasi via NIK dan KK diputus sepenuhnya oleh Direktorat Jenderal Kependudukan dan Pencatatan Sipil (Dukcapil) Kementerian Dalam Negeri.
Alhasil, pemindaian wajah kini menjadi satu-satunya jalur valid untuk mengaktifkan kartu prabayar baru.
Dany mengklaim bahwa selama hampir dua bulan penerapan secara nasional, proses transaksi registrasi melalui pemindaian biometrik wajah berjalan lancar tanpa kendala teknis berarti.
Kendala nihil terutama tercatat pada segmen pengguna berusia 17 tahun ke atas yang data biometriknya telah terekam sempurna di basis data kependudukan.
Advertisement
Meski penerapan pada kelompok dewasa terhitung sukses, pemerintah menyadari adanya tantangan untuk kelompok masyarakat berusia di bawah 17 tahun.
Saat ini, registrasi kartu SIM bagi kelompok usia ini masih harus diwakilkan menggunakan biometrik wajah milik kepala keluarga atau wali yang sah.
Untuk mempermudah aksesibilitas tanpa mengorbankan standar keamanan, Komdigi bersama Ditjen Dukcapil Kemendagri dan asosiasi operator seluler tengah mengembangkan penyesuaian sistem.
Pengembangan ini ditargetkan mampu mengakomodasi mekanisme registrasi biometrik yang lebih responsif dan aman bagi anak-anak serta remaja.
Transisi menuju integrasi biometrik wajah ini mencatatkan tren positif. Berdasarkan Surat Edaran Dirjen Ekosistem Digital Nomor 55 Tahun 2025 tentang Pelaksanaan Registrasi Pelanggan Jasa Telekomunikasi dengan Menggunakan Data Kependudukan Biometrik, tahapan uji coba telah dimulai sejak Juli 2025 hingga akhirnya resmi diimplementasikan secara penuh pada 1 Juli 2026.
Hingga pertengahan 2026, Komdigi mencatat sebanyak 19.669.890 kartu SIM baru telah berhasil diaktifkan melalui verifikasi biometrik wajah.
Angka impresif ini menjadi tolok ukur bahwa infrastruktur digital dan kesiapan ekosistem jasa telekomunikasi di Indonesia telah berjalan stabil dalam menerapkan standar keamanan baru.
Advertisement
Advertisement
Advertisement
Advertisement
Copyright © 2026 Liputan6.com
KLY KapanLagi Youniverse All Right Reserved.",Positive,2
Serangan Email Mengganggu Operasional Sekolah. Akun email sekolah diretas dan digunakan untuk mengirim lampiran berbahaya kepada banyak pengguna.,Negative,0
Studi Membandingkan Standar Keamanan Industri. Studi akademik membandingkan penerapan beberapa standar keamanan pada sektor layanan digital.,Neutral,1
Enkripsi Disk Melindungi Laptop Hilang. Data pada laptop yang hilang tetap terlindungi karena seluruh disk menggunakan enkripsi.,Positive,2
Laporan Tahunan Membahas Investasi Keamanan. Laporan tahunan merangkum anggaran keamanan dan jumlah tenaga profesional di beberapa perusahaan.,Neutral,1
Eksploitasi SQL Injection Mengubah Data. Penyerang memanfaatkan SQL injection untuk mengubah catatan pada basis data layanan daring.,Negative,0
"Komunitas Mengadakan Diskusi Etika AI. Komunitas teknologi mengadakan diskusi mengenai etika AI, keamanan model, dan tanggung jawab pengembang.",Neutral,1
"Konferensi Keamanan Siber Digelar Pekan Depan. Konferensi akan membahas privasi, keamanan cloud, dan perkembangan teknologi deteksi ancaman.",Neutral,1
Celah Aplikasi Mobile Membocorkan Profil. Aplikasi mobile mengembalikan profil pengguna lain ketika nomor identitas dimanipulasi.,Negative,0
"Mac Bisa Langsung Dibobol Hacker Tanpa Password, Segera Lakukan Ini. Jakarta, CNBC Indonesia - Pengguna Mac diminta segera memperbarui sistem operasi perangkatnya. Sebab, hacker disebut sudah mengeksploitasi celah keamanan pada fitur Screen Sharing Apple untuk membobol Mac tanpa memerlukan password yang valid.
Pusat Keamanan Siber Nasional Belanda (NCSC) mengeluarkan peringatan setelah menerima laporan sejumlah insiden yang memanfaatkan kerentanan tersebut untuk memasang penambang kripto atau cryptominer Monero.
Celah keamanan itu tercatat sebagai CVE-2026-65400 dan sudah ditambal Apple pada 6 Agustus 2026. Kerentanan tersebut merupakan celah authentication bypass pada fitur Screen Sharing di macOS yang memungkinkan penyerang di jaringan terhubung ke perangkat tanpa kredensial yang sah, demikian dikutip dari Malwarebytes, Rabu (19/8/2026).
Screen Sharing merupakan fitur bawaan macOS yang memungkinkan pengguna mengendalikan Mac dari jarak jauh. Layanan ini umumnya berjalan melalui port 5900.
Jika berhasil mengeksploitasi celah tersebut, penyerang dapat memperoleh akses untuk melihat dan mengendalikan Mac dari jarak jauh. Dalam kasus yang ditemukan NCSC, hacker bahkan berhasil mendapatkan akses root dan memasang software untuk menambang Monero.
Apple memperbaiki celah tersebut melalui mekanisme yang disebut sebagai improved state management. Perbaikan ini mengindikasikan adanya masalah dalam proses autentikasi atau validasi status sesi, bukan kerusakan pada sistem kriptografi.
Apple sendiri telah merilis perbaikan untuk macOS Tahoe 26.6.1, Sequoia 15.7.9, dan Sonoma 14.8.9.
Risiko paling tinggi mengintai Mac yang mengaktifkan Screen Sharing dan membuat port 5900 dapat diakses dari internet. Kondisi tersebut dapat terjadi, misalnya, ketika pengguna melakukan port forwarding pada router, menggunakan alamat IP publik, atau menjalankan perangkat melalui penyedia hosting.
Namun, Mac yang hanya dapat diakses dari jaringan internal tetap berpotensi menjadi sasaran. Dalam kondisi tersebut, hacker terlebih dahulu harus mendapatkan akses ke jaringan yang sama.
Kasus yang ditemukan sejauh ini memang berkaitan dengan penambangan Monero. Hacker kemungkinan memilih Monero karena proses penambangannya tidak bergantung pada perangkat ASIC yang sangat spesifik. Penambangan dapat dilakukan menggunakan CPU maupun GPU.
Meski demikian, cryptomining bukan satu-satunya ancaman. Jika hacker berhasil memperoleh akses tingkat root, mereka berpotensi mempertahankan akses ke perangkat, mencuri data, mengambil kredensial dan kunci keamanan, memasang malware tambahan, hingga melakukan pergerakan ke perangkat lain dalam jaringan.
Langkah utama yang disarankan adalah segera melakukan pembaruan macOS. Pengguna dapat membuka menu Apple di pojok kiri atas layar, kemudian memilih System Settings.
Selanjutnya, pilih General, lalu Software Update. Mac akan memeriksa pembaruan yang tersedia. Jika pembaruan muncul, pilih Update Now atau Upgrade Now, kemudian ikuti instruksi di layar.
Pengguna mungkin perlu memasukkan password administrator. Pastikan Mac tetap terhubung ke internet dan sumber listrik hingga proses pembaruan selesai karena perangkat dapat melakukan restart.
Jika belum bisa memperbarui macOS, pengguna dapat menonaktifkan Screen Sharing apabila fitur tersebut tidak digunakan.
Caranya dengan membuka Apple Menu > System Settings > General > Sharing, kemudian mencari Screen Sharing. Jika fitur tersebut aktif, matikan tombolnya.
Pengguna juga disarankan memeriksa Remote Management di halaman Sharing yang sama. Fitur tersebut menyediakan jalur lain untuk mengendalikan Mac dari jarak jauh sehingga sebaiknya dinonaktifkan jika tidak digunakan untuk kebutuhan pekerjaan atau dukungan IT.",Positive,2
Forum Membicarakan Masa Depan Keamanan AI. Forum teknologi membahas peluang dan tantangan keamanan model AI dalam beberapa tahun mendatang.,Neutral,1
"Geger Aplikasi Android Pulse Muncul di Google Play Store, Berbahayakah?. Pengguna HP Android sempat dikejutkan dengan kemunculan aplikasi baru Android Pulse di daftar pembaruan Google Play Store.
Liputan6.com, Jakarta - Pengguna HP Android sempat dikejutkan dengan kemunculan aplikasi baru bernama Android Pulse di daftar pembaruan Google Play Store. Uniknya, aplikasi ini muncul tanpa ikon resmi dan hanya menampilkan kotak kosong.
Pantauan Tekno Liputan6.com di toko aplikasi Google, Minggu (23/8/2026), aplikasi ini belum muncul di Play Store untuk wilayah Indonesia--mungkin karena hanya diperuntukkan buat HP Android tertentu.
Meski bentuknya mencurigakan, Android Pulse bukanlah malware atau program berbahaya. Diwartakan 9to5google , Pulse merupakan aplikasi resmi besutan Google yang ditujukan untuk keperluan diagnosis sistem.
Advertisement
Apa Fungsi Android Pulse?
Dalam deskripsi resminya di Play Store, Google menjelaskan bahwa aplikasi ini bertugas memfasilitasi distribusi aturan untuk mendeteksi anomali pada konsumsi sumber daya sistem yang bersifat kritis, baik oleh sistem operasi Android maupun aplikasi yang terpasang.
Secara sederhana, Android Pulse bekerja di latar belakang tanpa antarmuka (user interface) yang bisa dibuka pengguna.
Aplikasi ini berfungsi sebagai alat diagnosis untuk memantau kesehatan perangkat, khususnya terkait penggunaan sumber daya penting seperti daya baterai, kinerja prosesor (CPU), dan memori (RAM).
Aplikasi ini sebenarnya bukan hal baru. Pada ponsel Google Pixel, sistem sudah menyertakannya secara bawaan dengan nama Pulse di menu Pengaturan. Halaman informasi aplikasinya pun menampilkan ikon hijau berbentuk garis detak jantung.
Berdasarkan data dari situs penyedia APK, APKMirror , aplikasi ini sudah ada sejak Maret dan telah mengalami beberapa kali pembaruan versi.
Hingga saat ini, catatan di Play Store menunjukkan Android Pulse telah diunduh lebih dari 10 juta kali.
Advertisement
Kemunculannya di Play Store yang mendadak sebagai pembaruan manual cukup menarik perhatian. Sebab, Google biasanya memperbarui komponen sistem seperti ini secara otomatis melalui mekanisme Google System Services tanpa perlu tindakan manual dari pengguna.
Kesimpulannya, jika Android Pulse muncul di daftar pembaruan ponsel kamu, tidak ada yang perlu dikhawatirkan.
Aplikasi ini dipastikan aman dan memang bagian dari ekosistem resmi Google untuk menjaga performa perangkat tetap optimal.
Advertisement
Advertisement
Advertisement
Copyright © 2026 Liputan6.com
KLY KapanLagi Youniverse All Right Reserved.",Positive,2
Situs Perusahaan Diubah oleh Peretas. Halaman utama situs perusahaan diganti pesan peretas setelah kredensial administrator dicuri.,Negative,0
Botnet Menyerang Perangkat IoT. Ribuan kamera terhubung internet dikendalikan botnet dan digunakan untuk mengirim lalu lintas serangan.,Negative,0
Perusahaan Berhasil Menguji Rencana Pemulihan. Latihan pemulihan bencana menunjukkan sistem cadangan dapat digunakan sesuai target waktu.,Positive,2
"Ngeri! Indonesia Digempur 257 Juta Kali Serangan Siber, Ini yang Diincar Hacker. 257,97 juta serangan siber mengintai Indonesia sejak Januari hingga Juni 2026. Apa yang diincar hacker?
Liputan6.com, Jakarta - Ruang siber Indonesia berada di bawah ancaman serius. Sepanjang Semester I 2026, terjadi lonjakan serangan digital yang sangat signifikan, bahkan mencapai hampir dua kali lipat dibandingkan periode yang sama tahun sebelumnya.
Laporan Ancaman Digital di Indonesia Semester 1 2026 dari platform threat intelligence AwanPintar.id mencatat ada 257,97 juta serangan yang mengintai Indonesia sejak Januari hingga Juni 2026.
Angka ini melonjak hingga 93,33% dibanding Semester I 2025 yang tercatat sebanyak 133,43 juta serangan. Jika dikalkulasikan, ruang siber nasional menerima gempuran rata-rata 16 serangan per detik.
Advertisement
Ancaman ini tak lagi bersifat acak, melainkan operasi otomatis yang berlangsung terus-menerus untuk mengeksploitasi sektor-sektor rentan, mulai dari layanan publik, pemerintahan, hingga dunia usaha.
Founder AwanPintar.id, Yudhi Kukuh, mengungkapkan bahwa eskalasi ini dipicu oleh makin luasnya ruang serangan (attack surface) seiring akselerasi transformasi digital.
""Meningkatnya pemanfaatan layanan cloud, kecerdasan buatan (AI), serta transaksi online masyarak at tur ut memperluas celah yang diincar peretas,"" ungkap Yudhi, dikutip Rabu (19/8/2026).
Satu hal yang paling mengkhawatirkan dari data terbaru ini adalah perubahan taktik para hacker (peretas). Upaya merebut kendali pe nuh atas akun administrator (Attempted Administrator Privilege Gain) melonjak drastis dari hanya 2,76% pada tahun lalu menjadi 43,65% pada Semester I 2026.
Penjebolan hak akses administrator adalah tahap paling krusial sebelum peretas melancarkan aksi lanjutan yang destruktif, seperti penyebaran ransomware, pencurian data massal, hingga sabotase total infrastruktur jaringan.
Pelaku aktif memanfaatkan kredensial curian, eksploitasi kerentanan sistem, serta bot otomatisasi untuk menebak hak akses istimewa ini.
Di saat yang sama, upaya pembocoran informasi sensitif (Attempted Information Leak) juga naik menjadi 13,97%. Aktor kejahatan siber kian gencar berburu data bernilai tinggi, seperti kredensial akun, data nasabah, hingga informasi kartu kredit.
Teknik brute forc e--menebak kata sandi menggunakan alat otomatis berkecepatan tinggi--masih menjadi senjata favorit penyerang.
Laporan AwanPintar.id juga memetakan peta asal peretas. Serangan lintas negara masih didominasi oleh peretas asal Tiongkok (21,94%) dan Amerika Serikat (10,83%).
Namun, ada lonjakan dari kawasan regional seperti Singapura, yang mengindikasikan bahwa peretas memanfaatkan jaringan berlatensi rendah di dekat Indonesia agar serangan bekerja lebih cepat.
Menariknya, ancaman dari dalam negeri juga tak boleh dipandang sebelah mata. Dua daerah di Indonesia mendadak muncul sebagai titik asal serangan baru yang signifikan, yakni Banyuwangi (melonjak dari 0,01% ke 4,53%) dan Tangerang (naik dari 0,03% ke 3,46%).
Hal ini mengindikasikan banyaknya perangkat atau server domestik yang telah terkompromi dan dimanfaatkan sebagai botnet.
Selain itu, pintu masuk malware paling populer dilakukan melalui penyusupan DoublePulsar Backdoor yang mendominasi hingga 99,28% dalam kasus pencurian kredensial.
Advertisement
Melihat kondisi yang makin kritis ini, AwanPintar.id® mendesak seluruh organisasi di Indonesia untuk segera meninggalkan metode keamanan konvensional dan beralih ke pendekatan yang lebih adaptif berbasis risiko.
""Sektor pemerintah dan bisnis harus memperkuat deteksi dini, manajemen kerentanan, serta menerapkan autentikasi multifaktor (MFA) dan enkripsi data,"" tegas Yudhi.
""Dengan deteksi berbasis perilaku ( threat intelligence ) yang terus diperbarui, kita dapat meminimalkan risiko kebocoran data yang berpotensi menimbulkan kerugian finansial maupun reputasi,"" ia memungkaskan
Advertisement
Advertisement
Advertisement
Copyright © 2026 Liputan6.com
KLY KapanLagi Youniverse All Right Reserved.",Negative,0
Perusahaan Mengaktifkan Pencadangan Immutable. Pencadangan immutable mencegah berkas cadangan diubah atau dihapus oleh akun yang disusupi.,Positive,2
Akun Admin Dibajak dalam Serangan Brute Force. Penyerang mencoba ribuan kata sandi hingga memperoleh akses administrator ke panel perusahaan.,Negative,0
